#	schema=1	kind	word	ukPhonic	usPhonic	value
row	pron	я			我〈pron.〉	
row	pron	не			不；别〈part.〉	
row	pron	ты			你〈pron.〉	
row	pron	что			什么〈conj.〉	
row	pron	это	[э́то]		这是；这个〈part.〉	
row	pron	в			在……里；到……里〈prep.〉	
row	pron	и			和；而且〈conj.〉	
row	pron	он			他〈pron.〉	
row	pron	быть	[бы́ть]		是；在；存在〈v.〉	
row	pron	мы			我们〈pron.〉	
row	pron	вы			您；你们〈pron.〉	
row	pron	с			和……一起；从……〈prep.〉	
row	pron	на			在……上；往……上〈prep.〉	
row	pron	она	[она́]		她〈pron.〉	
row	pron	как			怎样；如何；像〈conj.〉	
row	pron	они	[они́]		他们〈pron.〉	
row	pron	мочь	[мо́чь]		能；可以〈v.〉	
row	pron	да			是的；对〈part.〉	
row	pron	всё	[всё]		一切；全部〈part.〉	
row	pron	у			在……那里；……有〈prep.〉	
row	pron	нет			不；没有〈пред.〉	
row	pron	знать	[зна́ть]		知道；认识〈v.〉	
row	pron	так			这样；如此；那么〈conj.〉	
row	pron	но			但是〈conj.〉	
row	pron	о			关于〈prep.〉	
row	pron	мой			我的〈adj.〉	
row	pron	хотеть	[хоте́ть]		想要〈v.〉	
row	pron	этот	[э́тот]		这个〈adj.〉	
row	pron	если	[е́сли]		如果〈conj.〉	
row	pron	сказать	[сказа́ть]		说；说出〈v.〉	
row	pron	за			在……后面；为〈prep.〉	
row	pron	бы			（假定语气）就；会〈part.〉	
row	pron	тот			那个〈adj.〉	
row	pron	думать	[ду́мать]		想；思考；认为〈v.〉	
row	pron	к			朝；向；走近〈prep.〉	
row	pron	чтобы	[что́бы]		为了；以便〈conj.〉	
row	pron	есть	[е́сть]		吃；有〈v.〉	
row	pron	твой			你的〈adj.〉	
row	pron	свой			自己的〈adj.〉	
row	pron	просто	[про́сто]		简单地；只是〈part.〉	
row	pron	из			从……里面；由〈prep.〉	
row	pron	ещё	[еще́]		还；再；更〈adv.〉	
row	pron	говорить	[говори́ть]		说；说话〈v.〉	
row	pron	должный	[до́лжный]		必须；应当〈adj.〉	
row	pron	весь			整个；全部〈adj.〉	
row	pron	для			为了〈prep.〉	
row	pron	ну			嗯；那么；喂〈part.〉	
row	pron	когда	[когда́]		什么时候；当……时〈conj.〉	
row	pron	хорошо	[хорошо́]		好；不错〈adv.〉	
row	pron	кто	[кто́]		谁〈pron.〉	
row	pron	здесь			这里〈adv.〉	
row	pron	такой	[тако́й]		这样的；如此的〈adj.〉	
row	pron	по			沿着；按照〈prep.〉	
row	pron	который	[кото́рый]		（关系词）那个；哪个〈adj.〉	
row	pron	то			那；那么〈conj.〉	
row	pron	только	[то́лько]		只；仅仅〈adv.〉	
row	pron	сделать	[сде́лать]		做完；做出〈v.〉	
row	pron	один	[оди́н]		一；一个；独自〈adj.〉	
row	pron	хороший	[хоро́ший]		好的〈adj.〉	
row	pron	человек	[челове́к]		人〈n.m.〉	
row	pron	делать	[де́лать]		做〈v.〉	
row	pron	вот			这就是；瞧〈part.〉	
row	pron	от			从；离；由〈prep.〉	
row	pron	ваш			您的；你们的〈adj.〉	
row	pron	себя	[себя́]		自己〈pron.〉	
row	pron	видеть	[ви́деть]		看见〈v.〉	
row	pron	почему	[почему́]		为什么〈adv.〉	
row	pron	дело	[де́ло]		事情；事务〈n.n.〉	
row	pron	очень	[о́чень]		很；非常〈adv.〉	
row	pron	уже	[уже́]		已经〈adv.〉	
row	pron	время	[вре́мя]		时间；时代〈n.n.〉	
row	pron	наш			我们的〈adj.〉	
row	pron	спасибо	[спаси́бо]		谢谢〈interj.〉	
row	pron	или	[и́ли]		或者〈conj.〉	
row	pron	большой	[большо́й]		大的〈adj.〉	
row	pron	давать	[дава́ть]		给；提供〈v.〉	
row	pron	там			那里〈adv.〉	
row	pron	сейчас	[сейча́с]		现在；马上〈adv.〉	
row	pron	нужно	[ну́жно]		需要；必须〈пред.〉	
row	pron	идти	[идти́]		走；去（定向）〈v.〉	
row	pron	где			在哪里〈adv.〉	
row	pron	чем			比；用什么〈conj.〉	
row	pron	ничего	[ничего́]		没什么；没关系〈adv.〉	
row	pron	ладный	[ла́дный]		好吧；行；协调的〈adj.〉	
row	pron	до			到；直到〈prep.〉	
row	pron	потому	[потому́]		因为〈adv.〉	
row	pron	день	[де́нь]		天；白天〈n.m.〉	
row	pron	сам			本人；亲自〈adj.〉	
row	pron	теперь	[тепе́рь]		现在；如今〈adv.〉	
row	pron	какой	[како́й]		什么样的；怎样的〈adj.〉	
row	pron	друг	[дру́г]		朋友〈n.m.〉	
row	pron	раз	[ра́з]		次；倍；既然〈n.m.〉	
row	pron	год	[го́д]		年；岁〈n.m.〉	
row	pron	её	[её]		她的〈adj.〉	
row	pron	найти	[найти́]		找到〈v.〉	
row	pron	пойти	[пойти́]		去；开始走〈v.〉	
row	pron	жизнь	[жи́знь]		生命；生活〈n.f.〉	
row	pron	надо	[на́до]		必须；得〈пред.〉	
row	pron	правда	[пра́вда]		真话；真的〈part.〉	
row	pron	что-то	[что́-то]		某事；有点什么〈adv.〉	
row	pron	дать	[да́ть]		给（完成体）〈v.〉	
row	pron	ли			是否；吗〈conj.〉	
row	pron	пока	[пока́]		暂时；先；再见〈adv.〉	
row	pron	даже	[да́же]		甚至〈part.〉	
row	pron	привет	[приве́т]		你好；问候〈n.m.〉	
row	pron	другой	[друго́й]		别的；另一个〈adj.〉	
row	pron	дом	[до́м]		房子；家〈n.m.〉	
row	pron	тоже	[то́же]		也〈part.〉	
row	pron	понимать	[понима́ть]		明白；理解〈v.〉	
row	pron	помочь	[помо́чь]		帮助〈v.〉	
row	pron	ребёнок	[ребёнок]		孩子〈n.m.〉	
row	pron	никогда	[никогда́]		从不；从未〈adv.〉	
row	pron	эй			喂（招呼声）〈interj.〉	
row	pron	смочь	[смо́чь]		能够（完成体）〈v.〉	
row	pron	тогда	[тогда́]		那时；那么〈adv.〉	
row	pron	любить	[люби́ть]		爱；喜欢〈v.〉	
row	pron	ни			既不；一点也不〈part.〉	
row	pron	тут			这里；此刻〈adv.〉	
row	pron	конечно	[коне́чно]		当然〈conj.〉	
